Station ID,Name,Latitude,Longitude,Number of Bikes Available
hub_867,Queen at George,43.25812181171754,-79.8793575167656,3
hub_894,Forsyth at Sterling,43.26271404114188,-79.91580605506897,4
hub_903,Duke at James,43.25163037518954,-79.87135380506516,2
hub_904,King William at Hughson,43.2569048421661,-79.86643463373184,5
hub_905,Tisdale at Main,43.25191559879094,-79.85307991504669,6
hub_921,Frid at Main,43.25940517059312,-79.89262372255325,5
hub_924,James at Guise,43.27365898786445,-79.86182928085327,1
hub_945,Stadium,43.25161474646046,-79.83134329318999,1
hub_959,West Harbour GO Station,43.26624929442286,-79.86611008644103,6
hub_960,Pier 4,43.27260051521549,-79.86689731478691,6
hub_1042,Van Wagners,43.26000777328068,-79.7663875669241,4
hub_1063,Main and Wellington,43.25281814686537,-79.86008584499359,9
hub_1252,Cumberland at Blake ,43.24333095563425,-79.84050840139389,7
hub_1253,Main at Eastbourne,43.24814116192469,-79.84201848506926,6
hub_1287,Cannon at Ottawa,43.2475653052787,-79.8180502653122,5
hub_1397,King at Mary,43.25519606248058,-79.86437804996967,5
hub_1468,270 Sherman,43.26044140942891,-79.83437284827232,0
hub_2570,Athletic Centre Bike Racks,43.26471509784132,-79.91574570536613,15
hub_2868,King Street Dundas,43.26595632543361,-79.95375394821166,0
hub_2869,Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1
hub_2915,Mars at Wentworth - ERI01,43.26534015820083,-79.84364993870258,2
hub_2916,Sherman at Barton - ERI02,43.25632467316046,-79.83628392219543,5
hub_2917,Barton at Lottridge - ERI03,43.2552894386678,-79.83144521713257,4
hub_2918,Barton and Belview - ERI05,43.252910500996364,-79.82217215001583,2
hub_2919,Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,2
hub_2920,Ottawa at Dunsmure - ERI07,43.2444465978823,-79.81923043727875,0
hub_2921,Maple at Rothsay - ERI08,43.24216273334376,-79.8250025510788,6
hub_2922,King at Dunsmure - ERI09,43.24634382646498,-79.82685998082161,6
hub_2923,Dunsmure at Sherman - ERI10,43.24943274108067,-79.8388883471489,3
hub_2924,Gage at Cannon - ERI11,43.25112644429895,-79.82740849256516,3
hub_2925,Belview at Cannon - ERI12,43.248928499066146,-79.82342541217804,3
hub_2926,Westinghouse at Barton - ERI13,43.25831920066756,-79.84240606427193,4
hub_3885,George Street,43.25851444036409,-79.87894982099533,0
hub_4093,James at Vine,43.25971184443275,-79.86767515540123,2
hub_5333,Main at Dalewood,43.25802547698811,-79.91383865476678,8
hub_5402,Pearl Street Bridge,43.25650634283747,-79.88345324993132,5
hub_5426,Hill Street Park,43.25672417073905,-79.88822355870525,3
hub_5702,Locke at Herkimer,43.252499716928924,-79.88658607006073,6
hub_5790,Beasley Park,43.25891916811838,-79.86106485128403,4
hub_5827,John near King,43.25652795268133,-79.86623145639896,7
hub_5836,King at Barnesdale,43.25124627968789,-79.83547054231167,2
hub_5837,King at Sherman,43.2513467527978,-79.83823858201504,2
hub_5838,King at Sanford,43.251884127702,-79.84635829925537,10
hub_5845,Jackson Square,43.25693469264953,-79.86957684159279,6
hub_5846,Cannon at Steven,43.25646071175471,-79.84998129308224,7
hub_5883,RBG Rock Garden,43.289479198281,-79.89169299602507,4
hub_5903,Pier 8,43.27528883070137,-79.85690742731094,4
hub_6148,King William at James,43.2573917915248,-79.86790180206299,0
