Station ID,Name,Category,LatitudeB,LongitudeB,Rating
hub_556,Peruviano,"['Italian', 'Cocktail Bars', 'Peruvian']",43.25299,-79.88692,4
hub_556,Starbucks,['Coffee & Tea'],43.2391205,-79.8852081,4
hub_556,My Dog's Cafe & Bar,['Coffee & Tea'],43.25383,-79.88605,4.5
hub_556,The Cellar,"['Canadian (New)', 'American (Traditional)']",43.23851719,-79.88665078,2.5
hub_556,Ye Old Squire,"['Pubs', 'Chicken Wings', 'Canadian (New)']",43.25415635,-79.88594719,3.5
hub_557,Dundurn Market,"['Coffee & Tea', 'Bakeries', 'Fruits & Veggies']",43.25126,-79.89294,3
hub_557,Aberdeen Tavern,"['Comfort Food', 'Bars']",43.2512808,-79.8933956,4
hub_557,Cake & Loaf Bakery,"['Bakeries', 'Vegan', 'Sandwiches']",43.2519312,-79.8921731,4
hub_557,Zarky's Fine Foods On Dundurn,"['Delis', 'Sandwiches', 'Food']",43.25403,-79.89176,4
hub_557,Earth To Table : Bread Bar,"['Pizza', 'Breakfast & Brunch', 'Salad']",43.25284,-79.88702,4
hub_557,Peruviano,"['Italian', 'Cocktail Bars', 'Peruvian']",43.25299,-79.88692,4
hub_557,My Dog's Cafe & Bar,['Coffee & Tea'],43.25383,-79.88605,4.5
hub_557,Ye Old Squire,"['Pubs', 'Chicken Wings', 'Canadian (New)']",43.25415635,-79.88594719,3.5
hub_557,The West Town Bar & Grill,"['Breakfast & Brunch', 'Steakhouses', 'Burgers']",43.25456,-79.88633,3.5
hub_557,Bitten On Locke,"['Bakeries', 'Patisserie/Cake Shop']",43.2542199,-79.88581,4
hub_558,Zarky's Fine Foods On Dundurn,"['Delis', 'Sandwiches', 'Food']",43.25403,-79.89176,4
hub_558,Hill Street Dog Park,['Dog Parks'],43.2564011,-79.8876495,3
hub_558,Cake & Loaf Bakery,"['Bakeries', 'Vegan', 'Sandwiches']",43.2519312,-79.8921731,4
hub_558,The West Town Bar & Grill,"['Breakfast & Brunch', 'Steakhouses', 'Burgers']",43.25456,-79.88633,3.5
hub_558,Peruviano,"['Italian', 'Cocktail Bars', 'Peruvian']",43.25299,-79.88692,4
hub_558,Earth To Table : Bread Bar,"['Pizza', 'Breakfast & Brunch', 'Salad']",43.25284,-79.88702,4
hub_558,Democracy,"['Coffee & Tea', 'Bakeries']",43.2547913,-79.8862228,4
hub_558,CIMA Enoteca,['Italian'],43.25512,-79.88608,3.5
hub_558,My Dog's Cafe & Bar,['Coffee & Tea'],43.25383,-79.88605,4.5
hub_558,Ye Old Squire,"['Pubs', 'Chicken Wings', 'Canadian (New)']",43.25415635,-79.88594719,3.5
hub_559,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",43.26026248,-79.89000948,2.5
hub_559,Shehnai Restaurant Authentic Indian Cuisine,"['Indian', 'Buffets']",43.2593,-79.88792,3
hub_559,Pizza Pizza,"['Pizza', 'Italian', 'Chicken Wings']",43.26067804,-79.88963479,2
hub_559,Mr. Dumpling Express,"['Chinese', 'Fast Food']",43.26071746,-79.88966834,2.5
hub_559,Tim Hortons,"['Coffee & Tea', 'Bakeries']",43.26227,-79.8871,1.5
hub_559,Pizza Hut,"['Pizza', 'Italian']",43.2621609,-79.8862813,2.5
hub_559,Hill Street Dog Park,['Dog Parks'],43.2564011,-79.8876495,3
hub_559,The Beasley House Bistro,['Canadian (New)'],43.2582,-79.8847,2.5
hub_559,People Under The Staircase,"['Desserts', 'Burgers', 'Sandwiches']",43.26329,-79.88786,5
hub_559,Hammerheads Fresh On Locke,"['Seafood', 'Seafood Markets', 'Poke']",43.25661099,-79.8854628,5
hub_560,Tim Hortons,"['Coffee & Tea', 'Bakeries']",43.26227,-79.8871,1.5
hub_560,People Under The Staircase,"['Desserts', 'Burgers', 'Sandwiches']",43.26329,-79.88786,5
hub_560,Pizza Hut,"['Pizza', 'Italian']",43.2621609,-79.8862813,2.5
hub_560,Mr. Dumpling Express,"['Chinese', 'Fast Food']",43.26071746,-79.88966834,2.5
hub_560,Pizza Pizza,"['Pizza', 'Italian', 'Chicken Wings']",43.26067804,-79.88963479,2
hub_560,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",43.26026248,-79.89000948,2.5
hub_560,Shehnai Restaurant Authentic Indian Cuisine,"['Indian', 'Buffets']",43.2593,-79.88792,3
hub_560,Victoria’s Restaurant,"['Seafood', 'Fish & Chips', 'Cocktail Bars']",43.26092689,-79.88324136,4
hub_560,Hotopia,"['Chinese', 'Imported Food']",43.26089389,-79.88295395,3
hub_560,The Beasley House Bistro,['Canadian (New)'],43.2582,-79.8847,2.5
hub_562,Peruviano,"['Italian', 'Cocktail Bars', 'Peruvian']",43.25299,-79.88692,4
hub_562,Earth To Table : Bread Bar,"['Pizza', 'Breakfast & Brunch', 'Salad']",43.25284,-79.88702,4
hub_562,My Dog's Cafe & Bar,['Coffee & Tea'],43.25383,-79.88605,4.5
hub_562,Ye Old Squire,"['Pubs', 'Chicken Wings', 'Canadian (New)']",43.25415635,-79.88594719,3.5
