Station ID,Name,Latitude,Longitude,Number of Bikes Available,Station ID.1,Name.1,Category,LatitudeB,LongitudeB,Rating,Distance
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Hammerheads Fresh On Locke,"['Seafood', 'Seafood Markets', 'Poke']",43.25661099,-79.8854628,5.0,0.029890094202341046
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Pasta Mercato,"['Bakeries', 'Grocery', 'Organic Stores']",43.2558669,-79.88559774,5.0,0.08653989951200305
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Pizzaiolo,['Pizza'],43.25481221,-79.88579884,2.5,0.20197438957242536
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Starbucks,['Coffee & Tea'],43.2561607,-79.8857117,3.5,0.06614952428216901
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,The Beasley House Bistro,['Canadian (New)'],43.2582,-79.8847,2.5,0.18565597821866206
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,The Burnt Tongue,"['Burgers', 'Soup', 'Sandwiches']",43.2555538,-79.8858002,4.5,0.12499819626669038
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Hotopia,"['Chinese', 'Imported Food']",43.26089389,-79.88295395,3.0,0.21288677018299026
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,K.W. BBQ KITCHEN,"['Barbeque', 'Chinese']",43.26264348,-79.87782095,4.0,0.3984410154002714
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,McQueen's Banh Mi Viet,['Vietnamese'],43.2628057,-79.87775669,4.5,0.4032546113829099
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,People Under The Staircase,"['Desserts', 'Burgers', 'Sandwiches']",43.26329,-79.88786,5.0,0.41838620955044253
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Pho Lac Vien,['Vietnamese'],43.2653164,-79.8808978,4.0,0.316779377677226
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Pho Nhung,['Vietnamese'],43.26239,-79.87797,4.5,0.38869077108148103
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Pizza Hut,"['Pizza', 'Italian']",43.2621609,-79.8862813,2.5,0.295737101277638
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Stonewalls Restaurant,"['American (Traditional)', 'Music Venues']",43.26307498,-79.87841622,2.5,0.35116423060770596
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Tim Hortons,"['Coffee & Tea', 'Bakeries']",43.26227,-79.8871,1.5,0.3582293860518798
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Victoria’s Restaurant,"['Seafood', 'Fish & Chips', 'Cocktail Bars']",43.26092689,-79.88324136,4.0,0.21245611238898512
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Adobo Queen,['Filipino'],43.26226663,-79.87728537,2.5,0.5542367911620862
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Buona Vita Pizza,"['Italian', 'Pizza']",43.262024,-79.8775857,4.5,0.5585847050507989
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Dundurn National Historic Site,['Museums'],43.26853,-79.88501,4.0,0.3820706186168194
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,K.W. BBQ KITCHEN,"['Barbeque', 'Chinese']",43.26264348,-79.87782095,4.0,0.494025949321726
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,McQueen's Banh Mi Viet,['Vietnamese'],43.2628057,-79.87775669,4.5,0.4845313908195925
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Pho Lac Vien,['Vietnamese'],43.2653164,-79.8808978,4.0,0.10806266072515243
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Pho Nhung,['Vietnamese'],43.26239,-79.87797,4.5,0.5073824139939638
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Pizza Hut,"['Pizza', 'Italian']",43.2621609,-79.8862813,2.5,0.5451994683733057
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Select Food Mart,['Pizza'],43.26277191,-79.87758592,5.0,0.4969536773575675
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Stonewalls Restaurant,"['American (Traditional)', 'Music Venues']",43.26307498,-79.87841622,2.5,0.4260926956676875
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Bitten On Locke,"['Bakeries', 'Patisserie/Cake Shop']",43.2542199,-79.88581,4.0,0.6255225431621659
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Democracy,"['Coffee & Tea', 'Bakeries']",43.2547913,-79.8862228,4.0,0.6959340257317618
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Durand Coffee,['Coffee & Tea'],43.25142622,-79.87885863,4.5,0.48829517557343916
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Earth To Table : Bread Bar,"['Pizza', 'Breakfast & Brunch', 'Salad']",43.25284,-79.88702,4.0,0.5227596403281627
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,My Dog's Cafe & Bar,['Coffee & Tea'],43.25383,-79.88605,4.5,0.5899209749373392
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Peruviano,"['Italian', 'Cocktail Bars', 'Peruvian']",43.25299,-79.88692,4.0,0.5331217885814921
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Pizzaiolo,['Pizza'],43.25481221,-79.88579884,2.5,0.6888887832495877
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Queen's Pizza & Wings,"['Pizza', 'Chicken Wings']",43.25379,-79.88139,2.5,0.5846368352147748
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,The West Town Bar & Grill,"['Breakfast & Brunch', 'Steakhouses', 'Burgers']",43.25456,-79.88633,3.5,0.6740846857088899
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Ye Old Squire,"['Pubs', 'Chicken Wings', 'Canadian (New)']",43.25415635,-79.88594719,3.5,0.6218894025882927
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Bitten On Locke,"['Bakeries', 'Patisserie/Cake Shop']",43.2542199,-79.88581,4.0,0.4213375531002628
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Durand Coffee,['Coffee & Tea'],43.25142622,-79.87885863,4.5,0.23018018137466692
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Earth To Table : Bread Bar,"['Pizza', 'Breakfast & Brunch', 'Salad']",43.25284,-79.88702,4.0,0.4496864153268403
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,My Dog's Cafe & Bar,['Coffee & Tea'],43.25383,-79.88605,4.5,0.4144254672808419
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Peruviano,"['Italian', 'Cocktail Bars', 'Peruvian']",43.25299,-79.88692,4.0,0.44555773061126863
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Pizzaiolo,['Pizza'],43.25481221,-79.88579884,2.5,0.4622237104431395
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Queen's Pizza & Wings,"['Pizza', 'Chicken Wings']",43.25379,-79.88139,2.5,0.1988515581690275
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,The West Town Bar & Grill,"['Breakfast & Brunch', 'Steakhouses', 'Burgers']",43.25456,-79.88633,3.5,0.4776459424795857
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Tomah,['Syrian'],43.25546,-79.88064,5.0,0.3914863630435176
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Ye Old Squire,"['Pubs', 'Chicken Wings', 'Canadian (New)']",43.25415635,-79.88594719,3.5,0.4264068214798904
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Amo Gelato Cafe,"['Desserts', 'Ice Cream & Frozen Yogurt']",43.25565,-79.8853,4.5,0.32374057344576784
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Bitten On Locke,"['Bakeries', 'Patisserie/Cake Shop']",43.2542199,-79.88581,4.0,0.31335247576414765
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Delirious Burger,['Burgers'],43.25497,-79.88563,5.0,0.31481142932363193
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Democracy,"['Coffee & Tea', 'Bakeries']",43.2547913,-79.8862228,4.0,0.35559713786786434
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Glow Juicery,"['Juice Bars & Smoothies', 'Live/Raw Food']",43.25521,-79.88558,4.5,0.3206068973894071
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,My Dog's Cafe & Bar,['Coffee & Tea'],43.25383,-79.88605,4.5,0.3333445320960854
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Pizzaiolo,['Pizza'],43.25481221,-79.88579884,2.5,0.3228441161377503
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Queen's Pizza & Wings,"['Pizza', 'Chicken Wings']",43.25379,-79.88139,2.5,0.05448014309773616
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Tomah,['Syrian'],43.25546,-79.88064,5.0,0.187756486095321
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Ye Old Squire,"['Pubs', 'Chicken Wings', 'Canadian (New)']",43.25415635,-79.88594719,3.5,0.32414894508089886
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Amigos,"['Mexican', 'Latin American', 'Cocktail Bars']",43.25825,-79.87868,4.5,0.3192642172927892
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Ceilidh House Irish Pub,"['Irish', 'Nightlife']",43.25821,-79.87853,1.5,0.31573172441576347
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Doors: Taco Joint & Metal Bar,"['Dance Clubs', 'Bars', 'Tex-Mex']",43.2572195,-79.8783555,5.0,0.2088391600682992
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Electric Diner,"['Diners', 'Burgers', 'Cocktail Bars']",43.25845,-79.878,3.5,0.34865972685715446
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Firestone Pizza Wings & Shawarma,"['Chicken Wings', 'Pizza', 'Poutineries']",43.25804,-79.87967,2.5,0.3020060365015729
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Koi,['Japanese'],43.25821,-79.87743,3.5,0.3360133375196466
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Moodys,"['Pizza', 'Gluten-Free', 'Italian']",43.25821,-79.87853,4.0,0.31573172441576347
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Queen's Pizza & Wings,"['Pizza', 'Chicken Wings']",43.25379,-79.88139,2.5,0.2686435198754664
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,The Gown & Gavel,"['Canadian (New)', 'Bars']",43.2584,-79.87785,2.5,0.34599600633040417
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Tomah,['Syrian'],43.25546,-79.88064,5.0,0.1414802716147485
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Adobo Queen,['Filipino'],43.26226663,-79.87728537,2.5,0.04964049039273304
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Buona Vita Pizza,"['Italian', 'Pizza']",43.262024,-79.8775857,4.5,0.01541795114980559
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Indian Chinese Halal,"['Indian', 'Halal', 'Chinese']",43.2619095,-79.8762665,2.5,0.10849808339606741
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,K.W. BBQ KITCHEN,"['Barbeque', 'Chinese']",43.26264348,-79.87782095,4.0,0.08599286752265137
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,La Luna,['Middle Eastern'],43.25942165,-79.87848758,4.0,0.28318370276852595
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,McQueen's Banh Mi Viet,['Vietnamese'],43.2628057,-79.87775669,4.5,0.10297652334701755
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Pho Nhung,['Vietnamese'],43.26239,-79.87797,4.5,0.06330722897515947
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Select Food Mart,['Pizza'],43.26277191,-79.87758592,5.0,0.0985072447734403
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Stonewalls Restaurant,"['American (Traditional)', 'Music Venues']",43.26307498,-79.87841622,2.5,0.1475784643000304
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Twist Breakfast,['Breakfast & Brunch'],43.25943,-79.87807,1.0,0.27568202916093315
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,Adobo Queen,['Filipino'],43.26226663,-79.87728537,2.5,0.25872191769795305
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,Buona Vita Pizza,"['Italian', 'Pizza']",43.262024,-79.8775857,4.5,0.28290696706776747
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,Indian Chinese Halal,"['Indian', 'Halal', 'Chinese']",43.2619095,-79.8762665,2.5,0.31999978586752825
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,K.W. BBQ KITCHEN,"['Barbeque', 'Chinese']",43.26264348,-79.87782095,4.0,0.21353303862618514
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,McQueen's Banh Mi Viet,['Vietnamese'],43.2628057,-79.87775669,4.5,0.19550675124295366
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,Pho Lac Vien,['Vietnamese'],43.2653164,-79.8808978,4.0,0.26490424985408695
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,Pho Nhung,['Vietnamese'],43.26239,-79.87797,4.5,0.24212817888436647
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,Select Food Mart,['Pizza'],43.26277191,-79.87758592,5.0,0.19995065288878355
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,Stonewalls Restaurant,"['American (Traditional)', 'Music Venues']",43.26307498,-79.87841622,2.5,0.17304338666969132
hub_571,Oxford at York,43.26456372689135,-79.8777937889099,4,hub_571,Tim Horton's,"['Coffee & Tea', 'Bakeries']",43.2622799,-79.87234,1.5,0.5094223628966481
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,Big Scoops,['Ice Cream & Frozen Yogurt'],43.25185797,-79.871468,3.5,0.4163405648288003
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,Bronzie's Place,"['Pizza', 'Italian', 'Salad']",43.2505499,-79.87143,4.5,0.360035624561982
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,Cojonez Burritoz,['Mexican'],43.25139,-79.8717,1.0,0.3733539771482045
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,Durand Coffee,['Coffee & Tea'],43.25142622,-79.87885863,4.5,0.31088173247895146
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,La Piazza Allegra,['Italian'],43.25139,-79.8717,3.5,0.3733539771482045
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,One Duke Restaurant,"['Seafood', 'Canadian (New)', 'Pizza']",43.25152,-79.87206,3.5,0.35564152708145
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,Red Crow Coffee,['Cafes'],43.2501907,-79.8717194,4.5,0.32952336268266924
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,Royal Pizza & Wings,"['Pizza', 'Chicken Wings']",43.25139,-79.8717,3.5,0.3733539771482045
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,Rustic Reuben,"['Salad', 'Sandwiches', 'Burgers']",43.25160028,-79.87149367,5.0,0.3994009238838217
hub_572,Durand Park,43.24978615747242,-79.87574994564056,6,hub_572,St. Joseph's Charlton Cafe,['Cafes'],43.24897,-79.86976,4.0,0.4935529346478915
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,Big Scoops,['Ice Cream & Frozen Yogurt'],43.25185797,-79.871468,3.5,0.2516729968656642
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,Bronzie's Place,"['Pizza', 'Italian', 'Salad']",43.2505499,-79.87143,4.5,0.1136058909329127
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,Cojonez Burritoz,['Mexican'],43.25139,-79.8717,1.0,0.19721106864926594
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,Flora Hamilton,['Pizza'],43.25109,-79.87098,4.5,0.18370565691191562
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,La Piazza Allegra,['Italian'],43.25139,-79.8717,3.5,0.19721106864926594
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,One Duke Restaurant,"['Seafood', 'Canadian (New)', 'Pizza']",43.25152,-79.87206,3.5,0.20955275783402502
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,Red Crow Coffee,['Cafes'],43.2501907,-79.8717194,4.5,0.067477893861938
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,Royal Pizza & Wings,"['Pizza', 'Chicken Wings']",43.25139,-79.8717,3.5,0.19721106864926594
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,Rustic Reuben,"['Salad', 'Sandwiches', 'Burgers']",43.25160028,-79.87149367,5.0,0.2231685231344505
hub_573,James S at Charlton,43.2496354495324,-79.8720555723035,4,hub_573,St. Joseph's Charlton Cafe,['Cafes'],43.24897,-79.86976,4.0,0.20010655422965587
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Big Scoops,['Ice Cream & Frozen Yogurt'],43.25185797,-79.871468,3.5,0.38622320192766324
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Boo's Bistro and Wine Bar,['Asian Fusion'],43.25192,-79.87138,2.5,0.38829488510229826
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Cozy Sushi,"['Japanese', 'Sushi Bars']",43.2527938,-79.8710431,5.0,0.3706989923546608
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Durand Coffee,['Coffee & Tea'],43.25142622,-79.87885863,4.5,0.3875672826013933
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Odds Bar,['Sports Bars'],43.25192,-79.87138,4.5,0.38829488510229826
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,One Duke Restaurant,"['Seafood', 'Canadian (New)', 'Pizza']",43.25152,-79.87206,3.5,0.3726631297345635
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Radius,"['Lounges', 'American (Traditional)', 'Venues & Event Spaces']",43.2523512,-79.8708333,3.0,0.4042845435302331
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Rustic Reuben,"['Salad', 'Sandwiches', 'Burgers']",43.25160028,-79.87149367,5.0,0.40154715264362945
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Secco,"['Comfort Food', 'Breakfast & Brunch', 'Seafood']",43.252256,-79.87128,4.0,0.37633362697923467
hub_574,Bay at Bold,43.2538302267771,-79.8753935613187,5,hub_574,Whitehern Historic House & Garden,['Museums'],43.2547799,-79.87195,5.0,0.2982016467095578
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,A&W,"['Burgers', 'Fast Food']",43.25859655,-79.87511481,1.5,0.27849626920338416
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,Chagall's,['Canadian (New)'],43.25766,-79.87124,4.0,0.31383615525754593
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,Famous Recipe,['Caribbean'],43.2580694,-79.8740306,5.0,0.21868631844191405
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,Frank & Teresa's Anchor Bar,"['Chicken Wings', 'Pizza', 'American (Traditional)']",43.2581416,-79.872937,2.5,0.2567188936374947
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,Levity Comedy Club & Lounge,"['Comedy Clubs', 'Lounges']",43.25792333,-79.87273817,5.0,0.24491143270307097
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,Starbucks,['Coffee & Tea'],43.25766,-79.87124,4.0,0.31383615525754593
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,The George Hamilton,['Canadian (New)'],43.2582505,-79.8737136,3.5,0.2439444666629028
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,The Honest Lawyer,"['Pubs', 'Canadian (New)']",43.257557,-79.871411,1.5,0.29600097537926007
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,Vida La Pita,"['Falafel', 'Middle Eastern']",43.2585425,-79.8758366,2.5,0.28905297657949236
hub_575,City Hall,43.2561324863605,-79.8744987564414,1,hub_575,Whitehern Historic House & Garden,['Museums'],43.2547799,-79.87195,5.0,0.25539135463169776
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,A&W,"['Burgers', 'Fast Food']",43.25859655,-79.87511481,1.5,0.14916480722539344
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,Chagall's,['Canadian (New)'],43.25766,-79.87124,4.0,0.23347028923671617
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,Famous Recipe,['Caribbean'],43.2580694,-79.8740306,5.0,0.12199937065684921
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,Frank & Teresa's Anchor Bar,"['Chicken Wings', 'Pizza', 'American (Traditional)']",43.2581416,-79.872937,2.5,0.10857092493125928
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,Gibson's Finest Club Lounge & Restaurant,"['Canadian (New)', 'American (Traditional)', 'Buffets']",43.25974372,-79.87212816,1.0,0.1270705026886966
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,Lemongrass To Go,['Thai'],43.2571106,-79.8693771,2.5,0.39050478753817514
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,Levity Comedy Club & Lounge,"['Comedy Clubs', 'Lounges']",43.25792333,-79.87273817,5.0,0.13701741378357213
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,Starbucks,['Coffee & Tea'],43.26020102,-79.87363241,3.0,0.12827182357891653
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,Subway,"['Sandwiches', 'Fast Food']",43.2600808,-79.8724978,2.5,0.13428735669207334
hub_576,Bay at York,43.25906138152248,-79.87338691949844,6,hub_576,The George Hamilton,['Canadian (New)'],43.2582505,-79.8737136,3.5,0.09396664634820948
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,A & J Sugar Bowl,"['Ice Cream & Frozen Yogurt', 'Bubble Tea', 'Creperies']",43.26097066,-79.86877811,4.5,0.3483721418408331
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,Banh Mi Hue,"['Vietnamese', 'Sandwiches', 'Desserts']",43.26132,-79.86912,5.0,0.301381169897369
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,Crystal Dynasty Chinese Restaurant,"['Chinese', 'Imported Food']",43.26193,-79.87164,3.5,0.14166105761028042
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,D's Cafe Bubble Tea,"['Bubble Tea', 'Chicken Wings', 'Fish & Chips']",43.26193,-79.87164,4.0,0.14166105761028042
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,Dear Grain Commissary,"['Bakeries', 'Patisserie/Cake Shop']",43.2607306,-79.8723885,5.0,0.27847599181525234
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,Pho Hamilton,['Vietnamese'],43.261299,-79.8707656,4.5,0.22730268847992838
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,Starbucks,['Coffee & Tea'],43.26020102,-79.87363241,3.0,0.3647335227088108
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,Subway,"['Sandwiches', 'Fast Food']",43.2600808,-79.8724978,2.5,0.35120077134284833
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,Supreme Chinese BBQ,['Chinese'],43.26125276,-79.86904979,2.5,0.3106648396786133
hub_577,Bay at Mulberry,43.26319844157448,-79.87180307507515,3,hub_577,Tim Horton's,"['Coffee & Tea', 'Bakeries']",43.2622799,-79.87234,1.5,0.11100565769412217
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Bayfront Park,['Parks'],43.27103159,-79.8722576,4.0,0.49762567633741156
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Castelli Cucina,"['Italian', 'Pizza']",43.26492,-79.86576,3.5,0.3707478362789328
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,General Bread & Pastry,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']",43.263778,-79.865533,5.0,0.4932990996060932
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Hamilton Harbour Waterfront Trail,['Hiking'],43.26925434,-79.87123679,3.0,0.30993869174480737
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Harbour Diner,['Diners'],43.2694,-79.86329,3.5,0.4124360840512134
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Hutch's Harbour Front,"['Fish & Chips', 'Ice Cream & Frozen Yogurt', 'Fast Food']",43.26768,-79.86827,3.0,0.034391663448384076
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Loaded Pierogi,"['Bars', 'Polish', 'Salad']",43.26373,-79.86645,5.0,0.47432968010822735
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Martello,"['Pizza', 'Italian']",43.26378,-79.86553,3.0,0.4931899400429383
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Synonym,"['Cafes', 'Wine Bars']",43.26459669,-79.86537248,4.5,0.4173938072504861
hub_578,Bay at Strachan,43.26785864558976,-79.8679232597351,0,hub_578,Wild Orchid,"['Portuguese', 'Seafood']",43.26352,-79.86564,3.0,0.5166460151435507
hub_579,Bayfront Park,43.26928827622911,-79.87132698297499,14,hub_579,Bayfront Park,['Parks'],43.27103159,-79.8722576,4.0,0.2079760803528787
hub_579,Bayfront Park,43.26928827622911,-79.87132698297499,14,hub_579,Castelli Cucina,"['Italian', 'Pizza']",43.26492,-79.86576,3.5,0.6626530939651856
